GDP,Implied PPP Conversion Rate,Inflation,Import Volume,Export Volume,Population,Government Revenue,General Government Revenue,Currect Account Balance,Currect Account Balance
178.169,0.584,99.84,7.359,12.316,10.457,76.409,44.817,3.704,1.636
179.58,0.579,99.57,8.462,5.074,10.401,76.8,44.379,0.364,0.158
182.798,0.585,99.86,8.088,6.341,10.358,78.712,43.799,0.459,0.23
186.49,0.571,100.74,5.027,4.191,10.326,80.007,42.902,2.419,1.172
193.029,0.575,102.37,7.998,7.966,10.3,83.105,42.412,2.865,1.295
198.529,0.572,103.02,5.055,4.15,10.284,88.006,42.891,1.344,0.554
203.855,0.572,103.4,5.125,3.978,10.286,91.161,42.524,1.044,0.435
186.645,0.576,103.1,-12.203,-18.605,10.31,86.586,43.274,-2.535,-1.11
8.659,0.664,81.361,,,3.716,,,,
9.223,0.692,81.211,,,3.748,,,,
9.63,0.699,82.476,,,3.782,,,,
9.945,0.706,85.387,,,3.811,,,,
10.887,0.712,83.714,,,3.819,,,,
11.123,0.715,85.646,,,3.824,,,,
11.384,0.716,86.109,,,3.826,,,,
11.61,0.724,90.363,,,3.827,,,,
11.379,0.748,95.676,,,3.821,,,,
11.219,0.766,100,,,3.805,,,,
11.088,0.774,104.248,,,3.783,,,,
10.884,0.809,105.666,,,3.761,,,,
10.671,0.844,109.792,,,3.74,,,,
10.627,0.855,110.371,,,3.722,,,,
10.589,0.857,113.976,,,3.679,,,,
10.592,0.858,115.289,,,3.634,,,,
10.56,0.86,116.224,,,3.593,,,,
10.434,0.86,116.305,,,3.535,19.917,19.442,,
10.325,0.875,116.12,,,3.474,20.052,19.397,,
10.194,0.892,116.646,,,3.411,19.963,19.133,,
9.9,0.905,118,,,3.3,21.571,20.852,,
9.489,0.936,118.672,,,3.2,22.77,21.701,,
9.63,0.906,119.3,,,3.2,22.674,21.612,,
9.254,0.915,119.202,,,3.159,20.267,19.65,,
110.607,0.813,,27.585,38.611,0.529,13.888,38.244,-3.079,-30.859
121.947,0.62,,1.51,29.725,0.55,14.864,48.111,-2.161,-25.459
126.541,0.782,,1.474,14.767,0.572,15.586,38.009,0.092,0.813
135.33,1.148,,22.488,9.233,0.594,22.65,34.407,1.659,9.175
141.42,1.04,,5.622,-5.891,0.612,23.305,36.59,4.152,23.728
151.14,1.058,,-3.961,4.875,0.63,27.779,39.472,3.824,19.778
157.166,1.224,,49.374,-8.8,0.66,30.402,35.218,5.754,24.261
187.381,1.293,,17.105,25.786,0.72,53.816,48.235,7.552,24.638
201.981,1.693,,51.906,9.19,0.821,64.366,39.616,7.482,16.762
258.703,1.684,,57.999,16.009,0.968,82.801,38.799,9.459,16.133
305.762,1.798,,25.307,14.84,1.152,112.364,40.625,11.458,15.079
359.253,2.226,,5.918,15.888,1.554,138.639,33.819,26.595,23.614
406.181,1.532,85.5,-10.865,2.811,1.639,168.76,52.568,6.389,7.244
478.261,1.745,85.84,-1.425,31.09,1.715,170.297,39.083,23.952,20.009
532.316,2.153,87.66,40.79,18.591,1.733,218.782,35.825,52.124,31.068
557.495,2.186,89.97,21.54,10.657,1.833,282.291,41.509,62,33.185
588.47,2.24,92.21,8.696,0.441,2.004,360.618,49.853,60.461,30.424
619.861,2.365,94.79,6.434,-0.504,2.216,358.21,47.72,49.41,23.959
649.325,2.468,98.33,-9.173,-1.827,2.438,354.844,60.272,13.751,8.502
669.221,2.504,99.8,4.88,-4.235,2.618,195.072,35.32,-8.27,-5.45
659.199,2.346,100.39,-2.777,-0.253,2.725,188.675,32.175,6.426,3.989
667.339,2.576,99.69,1.212,4.749,2.76,232.358,34.818,16.652,9.083
672.51,2.408,99.28,2.08,0.328,2.799,239.956,37.49,4.229,2.405
648.383,2.042,95.93,-15.459,-2.514,2.684,189.405,35.775,-3.483,-2.395
422.279,0.14,12.076,14.454,11.316,22.679,7.239,28.332,-1.907,-5.35
401.936,0.214,16.976,1.562,-0.607,22.565,11.1,29.397,-2.892,-6.798
397.314,0.312,26.28,-9.4,5.3,22.458,17.384,31.535,-1.446,-4.022
408.918,0.435,36.979,27.525,23.18,22.435,25.11,31.048,-0.972,-2.607
430.257,0.587,48.144,23.497,14.26,22.408,35.174,29.963,-1.285,-3.182
454.794,0.709,56.757,10.671,17.351,21.795,44.901,29.488,-1.231,-2.673
465.441,0.856,64.84,18.442,8.341,21.628,56.673,29.53,-2.703,-4.676
513.978,0.963,70.778,24.941,14.144,21.521,74.045,30.261,-5.69,-7.589
537.971,1.046,76.948,19.743,9.203,21.382,90.679,31.611,-8.625,-8.76
581.164,1.122,80.702,26.68,11.771,21.257,111.388,32.497,-12.825,-10.511
623.204,1.265,85.997,41.296,20.899,21.131,134.173,31.519,-23.715,-13.583
681.209,1.44,91.415,11.198,13.751,20.636,165.549,30.667,-24.702,-11.526
643.624,1.49,95.758,-20.808,-5.684,20.44,156.373,29.455,-8.102,-4.654
618.515,1.525,103.398,12.598,15.524,20.295,168.635,31.907,-8.872,-5.335
630.304,1.55,106.637,9.722,12.116,20.199,181.567,32.487,-9.323,-5.086
643.166,1.564,111.93,-1.816,1.105,20.096,193.148,32.637,-8.455,-4.955
667.42,1.606,113.686,9.088,20.578,20.02,200.038,31.504,-1.796,-0.941
691.505,1.628,114.627,8.84,8.536,19.953,214.315,32.001,-0.529,-0.264
711.93,1.662,113.542,8.508,4.583,19.876,233.795,32.84,-1.429,-0.804
745.412,1.597,112.936,16.588,16.34,19.761,220.966,28.935,-2.982,-1.585
799.972,1.604,116.686,11.467,7.765,19.644,239.867,27.96,-6.574,-3.105
835.767,1.664,120.491,8.626,5.32,19.534,277.452,29.152,-11.217,-4.646
870.263,1.745,125.367,6.85,4.591,19.415,305.947,28.912,-12.213,-4.891
836.676,1.789,127.959,-5.129,-9.712,19.329,305.549,28.947,-13.035,-5.241
43807.8,1.896,7.05,30.799,-2.405,147.768,,,-0.835,-0.193
41466.1,2.224,13.003,19.525,13.008,147.539,908.941,32.259,0.071,0.025
44099.8,3.782,17.757,-39.018,-14.796,146.89,1586.528,30.7,22.855,10.901
48529.9,5.09,21.344,14.53,6.369,146.304,2642.381,33.758,45.382,16.309
51000.3,5.798,25.31,16.771,4.32,145.649,3301.713,34.456,32.054,9.758
53419.9,6.601,29.121,19.264,10.11,144.964,4002.442,34.491,27.473,7.424
57345.7,7.354,32.612,6.317,13.281,144.334,4804.48,33.949,33.128,7.178
61460.7,8.614,36.441,11.524,11.973,143.801,6240.008,34.203,58.56,9.247
65379.4,9.965,40.419,10.112,6.824,143.237,8579.637,37.055,84.389,10.32
70710.2,11.133,44.055,26.992,6.666,142.863,10625.812,36.843,92.316,8.702
76745.4,12.336,49.284,34.392,6.298,142.748,13368.262,37.527,72.193,5.181
80772.7,14.278,55.829,22.175,3.86,142.737,16169.099,36.56,103.935,5.842
74455.6,14.47,60.74,-32.649,-4.496,142.834,13599.718,32.707,50.384,3.852
77808.7,16.327,66.071,28.995,8.62,142.865,16031.93,32.311,67.452,4.13
81750.6,18.444,70.102,20.085,-2.084,143.056,20855.368,34.693,97.274,4.753
85040.3,19.568,74.712,7.189,-0.062,143.347,23435.105,34.411,71.282,3.253
86533.1,19.506,79.531,1.102,4.886,143.667,24442.686,33.49,33.428,1.461
87170.2,20.999,88.568,-7.848,-0.976,146.267,26766.08,33.868,57.513,2.807
85450.6,23.563,100,-25.823,2.97,146.545,26494.089,31.887,67.777,4.996
85616.1,24.195,105.375,-4.309,1.85,146.804,28181.5,32.916,24.469,1.911
87179.3,24.05,108.034,16.779,4.474,146.88,30640.02,33.361,32.179,2.043
89626.6,25.838,112.646,2.661,5.126,146.781,36916.899,35.544,115.68,6.998
91448.7,26.167,116.077,2.83,-3.366,146.749,39110.301,35.802,65.399,3.87
88749.8,26.087,121.779,-12.041,-4.254,146.171,37856.707,35.391,36.113,2.442
1845.005,164.892,40.459,36.394,13.374,6.203,95.8,14.778,-0.062,-2.905
1998.877,166.781,38.049,-5.401,-12.454,6.769,98.982,13.778,-0.083,-3.611
2065,159.555,38.798,4.203,13.897,7.5,129.326,17.962,-0.141,-6.634
2238,161.155,41.096,-22.11,-3.889,7.7,145.235,18.019,-0.094,-4.606
2428,156.987,41.006,3.06,18.021,7.9,150.37,17.264,-0.102,-5.21
2748,146.456,43.534,8.466,10.082,8.1,172.37,18.455,-0.136,-6.947
2809,172.845,46.876,1.867,3.659,8.3,198.542,17.28,-0.105,-4.919
3018,187.076,51.681,11.114,28.25,8.6,276.455,20.15,-0.044,-1.846
3301,197.748,54.579,19.163,13.494,8.8,344.932,21.084,-0.066,-2.227
3605,196.589,61.204,23.885,12.501,9,376.429,20.559,-0.139,-4.187
3881,216.063,65.231,29.245,-0.147,9.2,464.201,20.863,-0.085,-2.097
4314,242.664,79.793,27.522,21.75,9.5,659.639,23.301,-0.242,-4.678
4583,258.393,84.37,20.669,-20.183,9.7,727.961,22.586,-0.379,-6.676
4919,263.422,84.561,4.098,11.672,10,828.26,23.207,-0.399,-6.521
5311,276.649,91.61,15.174,19.799,10.2,984.798,23.839,-0.477,-6.932
5770,299.239,95.169,26.972,21.247,10.5,1043.404,22.2,-0.741,-9.685
6042,302.895,98.638,-0.768,9.616,10.7,1258.433,24.9,-0.585,-7.486
6415,297.072,100.723,10,8.538,11,1324.86,23.578,-0.935,-11.351
6983,299.615,105.287,11.979,-3.761,11.3,1470.527,23.923,-1.084,-12.686
7400,311.476,112.956,-5.15,9.81,11.5,1565.161,22.876,-1.331,-15.313
7694,325.126,113.707,11.379,29.573,11.8,1736.943,22.575,-0.862,-9.311
8354,315.564,114.998,10.541,7.37,12.1,1975.376,23.794,-0.978,-10.148
9145,317.759,122.739,8.481,-5.143,12.4,2152.299,23.106,-1.254,-12.106
8838,339.914,127.334,2.784,-15.321,12.665,2295.323,23.551,-1.265,-12.24
1.185,1.556,56.828,,,,0.236,33.819,-0.009,-3.22
1.198,1.673,58.047,,,0.173,0.234,30.531,0.003,0.973
1.191,1.658,57.707,,,0.174,0.268,34.957,-0.022,-8.436
1.251,1.654,59.293,,,0.174,0.251,30.533,-0.004,-1.753
1.344,1.672,59.98,,,0.175,0.262,28.758,-0.011,-4.125
1.42,1.671,65.9,,,0.176,0.291,29.72,-0.024,-8.387
1.494,1.681,65.9,,,0.177,0.304,28.752,-0.013,-3.716
1.54,1.752,76,,,0.179,0.318,27.263,-0.014,-3.344
1.642,1.767,76.8,,,0.18,0.408,31.605,-0.035,-7.257
1.677,1.805,78.4,,,0.181,0.388,27.942,-0.044,-8.801
1.685,1.889,84.7,,,0.182,0.487,32.434,-0.076,-13.471
1.745,2.022,92.2,,,0.183,0.475,28.036,-0.032,-4.93
1.736,2.043,101.4,,,0.185,0.501,29.211,-0.029,-4.68
1.78,1.932,101.1,,,0.186,0.413,24.519,-0.043,-6.331
1.854,1.9,104,,,0.187,0.505,28.661,-0.051,-6.774
1.778,1.933,109.7,,,0.189,0.466,26.613,-0.072,-9.52
1.771,1.918,107.8,,,0.191,0.491,27.89,-0.012,-1.517
1.772,1.88,108,,,0.192,0.555,31.548,-0.069,-9.085
1.848,1.941,108.4,,,0.194,0.534,27.963,-0.022,-2.755
1.997,1.944,110.841,,,0.195,0.596,28.506,-0.036,-4.468
2.018,1.907,111.973,,,0.195,0.648,30.725,-0.016,-1.906
1.976,1.9,118.447,,,0.196,0.677,32.113,0.007,0.856
2.047,1.907,118.344,,,0.197,0.796,35.661,0.026,3.064
1.991,1.891,114.46,,,0.198,0.834,38.324,0.008,0.983
1.018,0.748,,,,,,,,
1.094,0.753,,,,,,,,
1.193,0.754,,,,,,,,
1.219,0.756,,,,,,,,
1.287,0.76,,,,,,,,
1.291,0.766,,,,,,,,
1.341,0.769,85.331,,,,,,,
1.402,0.764,86.259,,,0.029,0.295,19.531,,
1.436,0.754,87.898,,,0.029,0.329,20.892,,
1.491,0.746,89.662,,,0.03,0.322,19.296,,
1.597,0.712,93.265,,,0.03,0.359,22.478,,
1.591,0.717,96.208,,,0.03,0.363,22.208,,
1.43,0.718,98.097,,,0.031,0.331,22.377,,
1.347,0.722,101.031,,,0.031,0.314,22.125,,
1.232,0.71,103.052,,,0.032,0.278,21.327,,
1.143,0.715,105.66,,,0.032,0.294,23.497,,
1.134,0.726,107.2,,,0.032,0.283,22.419,,
1.127,0.69,107.73,,,0.033,0.312,24.796,,
1.157,0.691,107.98,,,0.033,0.294,22.969,,
1.184,0.689,108.88,,,0.033,0.308,23.251,,
1.187,0.683,110.019,,,0.033,0.302,22.324,-0.001,-0.059
1.205,0.68,111.96,,,0.033,0.322,22.951,-0.031,-1.885
1.234,0.672,113.024,,,0.033,0.331,22.947,0.102,6.323
1.153,0.67,113.267,,,0.034,0.288,21.137,0.029,1.837
1.729,1.833,10.263,-1.554,11.358,0.132,,,-0.014,-14.668
1.772,2.103,12.403,-24.945,-1.948,0.135,,,-0.012,-17.135
1.816,2.238,13.594,40.284,6.726,0.137,,,-0.012,-15.659
1.825,2.406,14.899,10.683,0.951,0.139,0.381,62.254,-0.016,-21.02
1.868,2.377,16.302,-22.296,-33.859,0.142,0.249,39.28,-0.016,-22.521
1.913,2.62,17.775,1.555,11.351,0.144,0.246,33.842,-0.017,-20.867
2.039,2.966,19.548,5.631,-2.893,0.147,0.321,35.938,-0.015,-15.875
2.117,3.223,22.528,12.755,-10.029,0.151,0.368,35.523,-0.023,-22.23
2.267,3.726,26.401,6.396,-4.523,0.155,0.931,70.478,-0.026,-20.892
2.473,4.161,32.886,6.206,-6.605,0.159,0.825,49.724,-0.045,-33.94
2.554,4.629,41.949,10.249,-26.608,0.163,3.212,164.054,0.123,84.849
2.763,5.925,52.367,1.927,2.079,0.167,1.218,44.095,-0.033,-17.611
2.83,6.333,60.792,-8.433,7.837,0.171,0.995,32.68,-0.049,-25.9
3.019,7.038,68.628,9.025,12.028,0.175,1.397,38.236,-0.045,-22.794
3.152,7.431,76.821,4.229,11.085,0.179,1.631,39.682,-0.065,-27.947
3.251,8.652,84.816,0.968,18.87,0.183,1.685,34.992,-0.055,-21.847
3.407,8.767,90.867,2.668,21.806,0.187,1.869,33.446,-0.044,-14.53
3.63,8.624,96.706,6.625,50.224,0.191,1.618,25.116,-0.072,-20.746
3.768,9.186,100.752,8.823,-7.696,0.196,1.965,27.956,-0.038,-11.96
3.925,9.739,105.913,3.117,8.947,0.2,2.168,28.161,-0.021,-6.076
4.077,10.055,114.058,4.09,-1.244,0.204,2.034,24.943,-0.05,-13.233
4.201,10.076,124.374,3.617,6.072,0.209,2.081,24.142,-0.051,-12.288
4.294,10.589,133.918,1.569,-8.368,0.213,2.073,21.996,-0.052,-12.127
4.423,11.045,146.447,-8.198,-35.151,0.218,2.593,25.305,-0.067,-14.121
1359.659,0.828,70.27,10.229,3.836,19.037,205.68,33.092,0.305,0.184
1398.998,0.705,70.147,-10.156,1.794,19.504,141.21,25.656,-13.132,-8.947
1346.35,0.796,69.3,3.907,-8.712,19.983,147.507,24.323,0.411,0.254
1422.088,0.863,68.1,19.005,4.053,20.474,258.1,36.317,14.317,7.554
1404.87,0.83,67.7,-7.421,-0.959,20.976,228.1,33.033,9.353,5.08
1365.264,0.866,68.1,3.813,-8.529,21.491,213,29.957,11.873,6.262
1518.748,0.869,68.3,5.788,20.492,22.02,277.7,34.315,28.048,12.997
1639.616,0.94,68.6,12.73,9.142,22.564,395.991,40.812,51.926,20.069
1731.007,1.095,69.4,24.744,12.65,23.33,567.849,46.138,89.99,27.419
1779.274,1.185,71.1,21.748,2.663,24.122,678.813,48.092,98.934,26.284
1812.14,1.252,76.3,21.074,3.859,24.941,642.806,41.237,93.329,22.452
1925.394,1.445,80.4,10.619,-3.938,25.787,1100.96,56.482,132.322,25.456
1885.746,1.21,83.2,-4.673,-8.555,26.661,509.805,31.682,20.955,4.883
1980.777,1.402,86.3,-1.772,7.47,27.563,740.874,37.403,66.751,12.637
2178.793,1.586,88.5,5.407,10.19,28.376,1117.531,44.397,158.582,23.625
2296.697,1.65,91.7,9.454,4.215,29.196,1246.537,45.166,164.764,22.387
2358.69,1.666,94,10.062,1.838,29.994,1152.608,41.166,135.442,18.14
2444.841,1.646,95.8,16.221,2.088,30.34,1040.141,36.672,73.758,9.752
2545.236,1.591,97,3.44,4.051,31.062,612.694,24.972,-56.724,-8.67
2587.758,1.639,97.9,-16.829,5.869,31.788,519.449,21.478,-23.843,-3.697
2568.569,1.649,96.9,-0.369,-0.36,32.613,621.505,24.069,10.464,1.52
2631.092,1.796,98.7,2.2,8.803,33.414,905.6,30.704,71.972,9.151
2639.812,1.773,98.5,2.989,-3.391,34.218,926.6,31.161,38.23,4.821
2531.405,1.613,103.8,-17.32,-13.465,35.013,778.834,29.665,-19.647,-2.806
5239.494,214.146,76.614,-9.389,-9.779,9.131,515,15.038,-0.27,-4.608
5552.405,219.644,77.31,18.912,11.616,9.348,541.9,14.396,-0.339,-5.291
5884.309,220.306,77.686,-4.046,2.682,9.569,568.426,14.009,-0.341,-5.165
6113.045,218.245,78.747,-13.805,-22.425,9.798,630.49,14.763,-0.328,-5.452
6376.569,228.366,81.937,1.772,4.243,10.036,680.2,14.271,-0.246,-3.78
6380.95,229.144,83.166,13.413,8.367,10.284,763.369,15.706,-0.323,-4.619
6737.897,222.635,81.929,21.906,17.561,10.541,841.753,16.554,-0.437,-4.99
7050.757,216.522,83.329,17.771,12.829,10.81,974,18.329,-0.513,-5.097
7354.662,219.85,84.514,7.115,2.278,11.09,1068.395,18.406,-0.678,-6.154
7526.082,219.423,87.818,-4.302,-13.802,11.382,1076.71,17.618,-0.724,-6.191
7738.853,227.726,93.243,34.94,25.128,11.687,1297.7,19.374,-1.337,-9.551
8025.436,241.8,98.417,22.62,-2.12,12.005,1308.5,17.407,-1.906,-11.312
8246.304,236.202,93.944,-9.732,4.342,12.335,1325.468,17.456,-0.856,-5.307
8525.928,237.141,97.978,-5.231,-1.387,12.678,1416.75,17.761,-0.568,-3.522
8639.671,241.276,100.658,13.183,12.838,13.034,1538.543,18.327,-1.158,-6.504
8985.517,245.6,101.799,4.437,2.495,13.402,1694,18.787,-1.548,-8.759
9202.282,247.212,101.722,5.687,11.666,13.782,1659,17.755,-1.563,-8.264
9775.039,243.618,100.9,3.4,3.925,14.175,1877.159,19.204,-1.382,-6.981
10397.42,242.595,101.868,-3.237,-2.511,14.578,2026.436,19.284,-1.016,-5.715
11058.287,244.658,104.78,2.811,4.67,14.994,2334.646,20.691,-0.797,-4.188
11877.428,246.787,103.95,19.405,10.839,15.419,2376.789,19.495,-1.527,-7.276
12614.926,239.005,105.11,13.049,10.631,15.854,2425.45,18.89,-2.037,-8.808
13170.287,239.184,105.781,0.41,8.99,16.296,2789.071,20.425,-1.897,-8.138
13367.809,241.882,108.355,7.608,-16.279,16.744,2842.734,20.04,-2.514,-10.185
,,11.923,,,7.597,,,,
2671.515,,17.218,,,7.568,,,-0.469,
2347.017,,25.036,,,7.54,,,-0.455,
2529.127,8.712,53.067,,,7.516,128.89,31.178,-0.178,-1.912
2655.399,16.124,67.001,34.479,-1.519,7.503,280.484,34.147,0.253,2.053
2844.352,18.741,68.682,31.29,12.869,7.5,418.396,40.284,-0.636,-3.929
2969.941,20.692,71.503,14.34,29.196,7.481,478.844,39.217,-1.527,-7.191
3238.618,21.982,81.657,22.163,9.72,7.463,593.525,40.864,-3.262,-13.173
3567.477,24.62,94.591,-10.882,11.708,7.441,754.643,40.833,-2.202,-8.004
3749.696,26.834,100,10.247,7.347,7.412,903.603,41.401,-2.96,-9.073
3991.159,28.401,111.025,26.478,17.289,7.382,1043.793,41.334,-6.958,-16.024
4216.882,30.399,120.555,5.85,4.882,7.35,1191.336,40.933,-10.349,-19.853
4101.687,32.588,128.514,-18.891,-5.583,7.321,1200.83,39.317,-2.66,-5.886
4131.672,34.045,141.68,2.482,12.054,7.291,1279.824,39.345,-2.486,-6.004
4215.804,36.324,151.603,6.821,3.569,7.237,1362.941,37.705,-3.995,-8.102
4187.072,37.982,170.074,0.99,-0.073,7.201,1477.2,38.744,-4.674,-10.788
4308.188,39.323,173.808,2.671,17.901,7.167,1537.96,37.292,-2.778,-5.737
4239.709,39.802,176.854,3.234,4.222,7.132,1620.748,38.928,-2.632,-5.589
4315.02,40.726,179.605,7.877,10.832,7.095,1694.837,39.278,-1.369,-3.453
4459.081,40.459,182.356,10.532,11.317,7.058,1842.646,40.693,-1.189,-2.922
4552.774,40.795,187.858,10.587,9.767,7.021,1973.38,41.452,-2.311,-5.23
4757.426,40.63,191.592,10.175,7.876,6.983,2105.242,41.5,-2.451,-4.84
4959.546,40.892,195.137,11.372,10.09,6.964,2278.528,42.057,-3.54,-6.876
4910.957,41.15,197.585,-2.559,-5.691,6.927,2254.958,41.273,-2.258,-4.264
4.78,2.854,35.981,21.433,19.477,0.077,1.382,48.839,-0.066,-11.741
4.898,3.116,37.609,28.668,11.214,0.079,1.409,44.028,-0.106,-17.469
4.99,3.136,39.978,-3.303,6.634,0.08,1.526,45.862,-0.117,-18.743
5.202,3.105,42.435,-16.265,-3.642,0.081,1.429,40.669,-0.043,-6.981
5.084,3.224,43.715,35.343,26.668,0.081,1.382,37.916,-0.153,-24.597
5.145,3.289,44.48,-8.067,5.337,0.083,1.531,40.055,-0.101,-14.519
4.842,3.417,46.084,-6.621,5.264,0.083,1.83,48.024,-0.009,-1.327
4.704,4.149,46.914,-0.246,-12.786,0.082,1.862,40.333,-0.06,-7.187
5.128,4.041,46.185,17.743,-8.315,0.083,1.992,39.402,-0.174,-18.939
5.61,3.976,46.284,3.081,-3.171,0.085,2.301,41.013,-0.134,-13.161
6.195,4.329,54.035,-11.215,10.733,0.085,2.214,31.967,-0.111,-10.773
6.062,5.732,88.213,-0.276,-9.744,0.087,3.19,34.871,-0.185,-18.483
5.995,7.262,85.974,1.267,4.97,0.087,4.262,36.956,-0.126,-14.837
6.352,6.874,86.306,-7.191,-20.532,0.09,4.108,35.097,-0.188,-19.38
6.693,6.884,91.063,1.75,3.31,0.087,5.014,39.764,-0.234,-22.959
6.939,7.625,96.342,12.02,22.93,0.088,6.024,41.491,-0.224,-21.138
7.357,7.959,99.636,2.125,-7.901,0.09,6.111,38.161,-0.159,-11.945
7.69,7.844,100.158,21.051,12.384,0.091,6.413,37.458,-0.31,-23.111
8.068,8.157,103.33,7.26,29.211,0.093,6.276,34.221,-0.256,-18.601
8.423,7.815,103.087,7.721,-8.105,0.094,7.205,37.945,-0.294,-20.616
8.843,7.969,106.692,6.995,3.765,0.094,7.475,35.837,-0.3,-19.611
8.96,7.932,110.3,2.963,-0.422,0.095,8.274,38.414,-0.291,-18.89
9.132,7.878,112.166,-1.554,4.377,0.096,8.435,38.011,-0.255,-16.117
7.957,8.059,116.411,-18.269,-18.518,0.097,7.543,37.674,-0.336,-29.512
3113.149,480.332,42.041,-61.368,-23.055,4.335,,,-0.055,-4.424
3087.079,603.457,39.654,13.704,-6.739,4.381,,,-0.033,-3.387
2836.353,744.017,54.225,42.934,-34.796,4.462,,,-0.099,-10.167
2944.341,771.996,52.57,29.181,123.353,4.585,257.534,13.268,-0.112,-11.933
3479.326,712.9,54.374,16.993,20.179,4.754,302.692,13.973,-0.098,-9.028
4398.752,674.426,52.699,18.996,37.519,4.966,400.027,15.202,-0.073,-5.859
4809.005,748.208,58.647,5.246,17.977,5.201,467.001,14.35,-0.083,-6.002
5126.301,822.007,67.087,-18.949,-14.122,5.434,616.343,15.749,-0.099,-6.883
5357.246,929.54,75.875,11.039,1.241,5.646,767.853,16.098,-0.105,-6.52
5583.531,1012.854,82.145,-6.707,7.067,5.829,842.194,15.082,-0.095,-5.043
6033.47,1053.219,93.45,-4,-5.081,5.99,2129.282,33.043,-0.16,-7.418
6359.258,1136.653,102.12,7.028,-10.952,6.134,948.41,12.695,-0.225,-8.977
6561.915,1217.275,109.82,41.785,40.415,6.273,1257.997,15.141,-0.327,-13.325
6912.759,1409.382,117.95,43.4,13.544,6.416,1560.742,15.218,-0.585,-22.703
7349.093,1620.575,125.77,104.386,3.806,6.563,2170.759,16.963,-1.914,-65.031
8464.552,1750.438,133.58,-2.059,115.668,6.713,2506.07,15.175,-1.21,-31.833
10218.43,1778.18,140.76,-6.784,52.34,6.864,2827.586,13.264,-0.737,-14.995
10683.922,1808.755,147.26,29.91,3.203,7.017,3185.445,14.039,-0.473,-9.441
8494.486,1881.811,159.6,-10.537,-23.194,7.172,3494.712,16.192,-1.003,-23.589
9034.249,1975.344,187.39,-31.825,-8.4,7.329,3615.412,14.881,-0.363,-9.425
9374.352,2244.995,216.11,8.175,-15.842,7.488,4022.771,14.647,-0.809,-21.792
9699.136,2500.065,246.9,-5.193,4.23,7.65,5108.751,15.767,-0.762,-18.647
10233.334,2668.181,281.2,15.782,10.602,7.813,6666.329,17.95,-0.915,-22.225
10010.718,3000.282,310.58,-6.248,-36.626,7.977,7974.248,19.288,-0.703,-16.727
171.292,0.997,74.181,11.23,10.231,3.796,30.288,20.209,15.589,15.57
167.531,0.973,73.121,-8.444,-4.417,3.927,28.955,20.479,18.682,21.792
177.121,0.925,73.616,9.412,8.018,3.959,31.76,21.088,14.845,17.204
193.131,0.939,75.135,20.019,14.328,4.028,34.973,20.715,10.637,11.072
191.066,0.902,74.693,-6.823,-3.641,4.138,31.051,19.41,12.96,14.433
198.546,0.88,75.019,5.54,7.381,4.176,30.382,18.163,13.767,14.877
207.551,0.848,75.578,9.889,13.871,4.115,28.505,16.323,23.73,24.302
227.932,0.859,76.569,22.623,19.399,4.167,31.977,16.125,22.214,19.311
244.706,0.849,77.534,11.573,12.78,4.266,32.559,14.934,29.729,23.26
266.742,0.839,78.161,10.3,10.954,4.401,35.222,14.44,39.971,26.893
290.808,0.865,81.147,7.464,8.538,4.589,44.831,16.135,49.114,27.143
296.241,0.837,85.501,10.876,5.261,4.839,47.425,17.564,29.204,15.083
296.599,0.856,85.05,-9.946,-7.204,4.988,46.563,15.757,31.827,16.393
339.682,0.855,88.954,16.307,17.788,5.077,53.413,15.919,54.996,22.933
361.211,0.847,93.877,5.688,7.691,5.184,62.74,17.623,62.069,22.218
377.326,0.846,97.936,2.582,1.397,5.312,63.751,17.163,52.064,17.643
395.579,0.859,99.404,6.513,6.14,5.399,65.515,16.876,48.312,15.707
411.157,0.864,99.328,2.769,3.62,5.47,69.576,17.175,56.519,17.95
423.444,0.88,98.693,3.381,4.968,5.535,73.769,17.3,57.574,18.693
437.541,0.878,98.854,0.05,-0.105,5.607,84.81,18.854,56.012,17.572
457.319,0.886,99.225,7.767,7.097,5.612,90.623,18.886,59.282,17.267
473.314,0.894,99.686,7.472,7.714,5.639,90.153,17.617,57.933,15.409
479.681,0.873,100.445,0.211,0.15,5.704,91.491,17.986,53.398,14.263
453.821,0.837,100.469,-7.076,-4.32,5.686,82.748,17.582,59.784,17.585
41.15,0.403,49.252,7.888,5.856,5.379,10.38,42.444,-1.93,-8.8
42.827,0.417,52.152,-2.367,-2.619,5.388,10.823,40.554,-2.185,-9.573
42.782,0.441,58.41,-4.026,10.058,5.393,11.66,40.793,-0.932,-4.466
43.281,0.472,63.34,7.833,9.233,5.399,12.709,40.141,-0.639,-3.083
44.689,0.486,67.5,17.726,10.393,5.379,13.089,38.086,-1.709,-7.979
46.704,0.497,69.59,5.434,7.387,5.379,13.897,37.227,-1.892,-7.603
49.273,0.513,76.02,8.697,20.152,5.375,15.455,37.259,-1.668,-4.893
51.874,0.529,80.41,21.454,20.472,5.372,16.441,35.606,-2.526,-5.85
55.309,0.526,83.35,15.329,12.876,5.373,18.605,36.852,-3.579,-7.287
60.007,0.525,86.25,20.291,23.553,5.373,19.863,35.242,-4.039,-7.026
66.507,0.517,88.26,8.718,13.833,5.373,21.684,34.33,-3.707,-4.8
